Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N)
532.74,183.37,-0.57,0.85,351.84,330.28,683.68,2.24
530.3,190.47,-0.36,0.9,351.91,330.39,682.91,1.88
527.61,198.29,-0.44,0.85,352.18,330.14,681.8,2.05
525.8,209.03,-0.41,0.9,352.13,330.15,681.88,2.02
522.63,218.26,-0.27,0.85,352.48,329.79,681.49,2.21
521.29,226.07,-0.6,0.9,352.7,330.2,680.54,2.35
518.98,233.89,-0.01,0.88,352.64,330.09,679.68,2.13
517.46,242.54,-0.7,0.71,352.53,330.04,679.11,1.94
515.54,252.63,-0.56,0.77,352.99,329.92,678.55,1.93
512.95,259.99,-0.65,1.48,353.17,329.95,677.86,1.85
510.52,267.13,-0.54,1.02,353.44,329.93,676.64,1.91
508.57,275.39,-0.32,0.96,353.23,330.28,676.03,1.8
506.23,283.38,0,0.77,353.18,329.96,675.53,2.21
503.59,290.96,-0.06,0.9,353.28,330.04,675.01,2.21
501.23,301.58,0.49,0.85,353.24,329.95,673.99,2.29
498.23,311.18,-0.24,0.85,353.69,329.74,673.53,2.37
496.41,319.85,0.06,0.58,353.69,329.62,672.62,2.7
493.08,327.89,-0.03,0.69,353.72,329.79,672.05,1.75
490.35,335.31,0.16,0.99,353.45,329.08,671,1.78
487.66,342.39,-0.03,1.02,354.23,329.6,670.52,2.23
484.53,347.28,-0.27,1.04,353.82,329.14,669.36,1.78
482.48,341.47,-0.06,1.29,353.83,329.3,668.47,2.53
483.72,358.47,-0.25,0.99,353.64,328.81,667.96,1.96
476.89,385.42,0.06,1.67,353.74,328.95,667.34,1.88
468.8,413.3,-0.27,1.42,354.12,329.03,666.69,2.35
467.89,410.97,0.02,1.2,353.96,328.95,666.06,2.05
468.13,391.34,0.18,1.45,354.47,329.14,664.65,2.19
463.98,376.53,-0.16,1.26,354.5,328.63,664.81,1.77
458.67,368.31,-0.19,1.39,353.84,328.97,663.72,2.16
459.22,380.74,0.3,1.48,354.1,328.86,663.09,2.11
460.3,427.66,-0.31,1.04,353.73,328.6,662.2,2.27
455.94,437.39,0.16,1.94,354.24,328.24,661.34,2.07
446.03,425.02,-0.14,1.21,353.89,328.54,660.83,2.05
437.47,397.11,-0.08,1.18,354.46,327.7,660.16,2.18
433.23,405.73,-0.2,1.47,353.76,328.19,659.08,2.18
430.97,428.14,-0.4,1.02,353.76,328.08,658.46,2.46
430.11,425.02,-0.3,1.04,353.96,328.21,657.87,1.97
429.36,428.19,0.11,0.96,353.94,327.46,657.56,1.59
429.76,439.49,-0.41,1.59,353.63,328.29,656.28,2.05
425.32,450.7,-0.28,1.75,353.17,328.05,656.39,2.32
413.79,445.53,-0.14,1.75,353.54,327.92,655.14,2.4
405.96,452.23,-0.33,1.59,353.28,327.59,654.5,1.99
400.74,463.63,-0.11,1.13,353.12,327.68,654,2.07
399.71,464.58,-0.43,1.67,353.12,327.62,652.83,2.46
401.74,456.36,-0.92,1.18,352.9,327.34,652.24,2.24
403.41,460.42,-0.54,1.37,353.41,327.57,651.88,2.46
398.26,461.8,-0.37,1.59,352.96,327.56,651.24,2.29
391.88,449.26,-0.18,1.62,352.87,327.37,650.02,2.48
386.62,440.93,-0.51,1.38,352.18,327.75,649.7,5.21
381.63,447.87,0,1.6,352.53,326.64,649.32,10.73
377.62,452.55,0.05,1.08,352.71,327.23,648.12,17.91
377.3,450,-0.49,1.57,352.15,327.1,646.29,28.39
377.3,449.48,-0.41,1.09,351.48,327.15,646.24,31.33
370.91,457.06,-0.02,1.09,351.64,327.48,646.04,31.14
362.4,455.14,-0.35,1.44,351.78,327.22,646.15,31.88
357.81,450.4,0.26,1.06,351.54,327.02,646.19,31.64
355.52,448.65,-0.06,0.82,351.91,327.56,646.3,29.32
354.1,444.71,-0.19,1.47,351.58,327.04,646.93,27.11
350.67,443.19,-0.08,1.58,351.46,327.02,646.07,28.66
345.82,441.16,-0.27,1.48,351.64,326.58,644.16,30.37
339.98,446.65,-0.57,1.59,351.15,326.88,644.1,30.72
333.22,450.2,-0.46,1.53,351.76,327.04,643.19,30.29
328.99,448.12,-0.46,1.13,351.33,326.99,642.49,31.56
325.78,444.91,-0.08,1.35,351.19,327.61,641.7,31.99
322.39,444.46,-0.06,1.32,351.38,327.53,641.41,31.35
316.05,445.67,-0.76,1.11,351.27,327.12,641.1,32.25
310.44,444.71,-0.6,1.06,351.14,327.72,640.34,32
304.43,444.34,0.01,1.46,351.51,327.31,639.73,32.59
298.94,449.03,-0.78,1.27,351.24,327.45,639.11,34.23
294.5,451.73,-0.31,1.24,351.54,327.47,638.12,38.61
290.28,451.16,-0.25,1.79,351.22,327.17,638.18,42.15
285.96,451.49,-0.57,1.9,351.62,327.36,636.86,44.71
279.55,454.19,-0.32,1.47,351.33,327.39,635.71,50.62
274.24,455.71,-0.03,1.61,351.76,327.36,634.85,60.13
269.82,455.17,-0.13,1.47,351.79,327.58,634.4,68.37
266.22,455.64,0.08,1.77,352,327.43,634.18,75.59
260.94,454.39,-0.35,1.89,351.54,327.3,632.96,78.23
256.35,452.1,-0.03,1.45,351.95,327.57,630.66,79.07
251.89,451.13,0.27,1.83,351.96,327.55,628.9,79.85
246.38,452.32,-0.15,1.51,352.14,327.43,628.27,82.44
242.51,454.3,-0.33,1.59,352.1,327.16,628.7,80.75
238.86,455.63,-0.38,1.27,352.23,327.54,628.96,80.34
235.62,456.42,-0.21,1.56,352.42,327.27,628.59,80.26
230.23,458.93,-0.59,1.6,352.36,327.13,626.42,82.54
224.97,461.01,-0.76,1.6,352.39,326.97,623.33,88.87
220.45,462.88,-0.59,1.55,352.36,327.62,621.22,95.64
215.88,465.53,-0.43,1.79,352.47,327.46,619.6,103.1
211.9,468.68,-0.49,1.71,352.74,327.24,619.78,109.94
207.78,471.59,-0.54,1.85,352.59,327.18,619.21,115.4
204.44,474.44,-0.06,1.63,352.64,327.13,618.6,120
200.28,477.45,-0.44,1.82,352.48,326.91,616.2,126.69
195.11,479.73,-0.51,1.93,352.2,327.05,612.81,134.75
191.45,481.18,-0.33,1.56,352.49,326.97,609.73,142.41
187.49,482.63,-0.6,2.29,352.83,326.86,608.23,149.24
183.51,484,-0.68,1.87,352.62,326.72,606.82,156.16
179.94,485.62,-0.53,1.7,352.46,326.94,606.4,162.88
176.49,487.39,-1.09,1.86,352.67,326.48,604.53,167.62
173.66,489.64,-0.6,1.97,352.25,326.34,602.93,173.87
169.47,491.93,-0.71,1.59,351.82,326.28,599.37,180.99
164.54,494.06,-0.57,1.95,351.88,325.99,595.24,188.92
161.37,496.97,-0.65,2.06,352.16,326.2,593.03,196.67
157.99,498.82,-0.79,1.92,352.02,326.03,590.88,204.72
153.81,501.64,-0.57,1.95,351.85,326.2,589.38,211.63
150.28,505.07,-0.57,2.01,352.23,326.17,586.4,219.2
146.66,507.44,-0.25,2.15,352.5,325.66,583.75,225.94
143.27,510.04,-0.44,2.04,352.07,325.65,580.46,233.66
139.82,512.87,-0.14,2.01,351.99,325.58,576.77,240.91
136.04,516.1,-0.55,1.78,351.54,325.82,573.77,248.42
132.02,518.52,0.15,2.38,352.01,325.76,570.75,254.9
129.07,520.62,-0.2,2.55,351.16,325.6,568.32,261.67
125.68,522.57,-0.14,2.27,351.78,325.22,565.15,267.46
122.5,525.73,-0.13,2.3,351.54,325.03,561.96,271.98
119.46,527.69,0.03,2.25,351.89,325.19,559.19,274.78
116.34,530.03,-0.49,2.47,352.08,324.92,557.5,279.1
113.12,531.77,-0.17,2.61,352.02,324.97,552.98,288.65
110.4,533.08,-0.67,2.64,351.82,324.7,547.7,294.89
107.75,535.88,-0.05,2.72,351.69,324.51,545.13,298.85
105.45,537.29,-0.34,2.34,351.45,324.81,543.18,299.67
102.79,539.28,-0.4,2.27,351.87,324.78,539.7,300.42
100.82,541.16,-0.3,2.91,351.97,324.21,536.67,302.62
98.86,542.49,-0.14,2.48,351.68,324.37,532.81,310.08
96.59,544.36,-0.24,2.32,352.11,324.32,528.65,321.96
93.61,546.65,-0.11,2.48,351.71,324.21,525.4,327.29
91.28,548.42,-0.06,2.7,351.87,324.49,521.7,326
88.91,550.51,-0.6,2.46,351.91,323.86,516.68,322.92
86.56,552.36,-0.19,2.68,351.74,323.72,511.71,329.66
84.7,553.94,-0.59,2.86,352.17,323.64,508.69,337.86
82.41,555.27,-0.27,2.77,352.14,323.48,505.44,340.25
80.65,556.46,-0.59,2.78,352.07,323.62,501.46,337.23
78.88,557.78,-0.28,2.57,352.1,323.77,498.86,335.38
76.81,558.57,-0.17,2.4,351.99,324.24,494.47,340.33
75.23,560.04,-0.57,2.14,352.56,323.48,488.03,343.14
73.41,560.64,-0.58,2.52,352.21,323.59,483.21,346.24
71.8,561.59,-0.22,2.57,352.05,323.73,480.77,347.47
69.81,562.68,-0.68,1.94,352.75,323.51,479.43,351.18
68.24,563.91,-0.6,2.81,351.62,323.13,475.53,354.34
66.99,564.89,-0.87,2.24,351.72,323.26,468.94,356.28
65.54,565.51,-0.54,2.57,352.11,323.51,464.27,357.33
64.03,567.23,-0.7,2.21,351.62,323.75,461.93,356.72
62.9,567.77,-0.84,2.7,351.62,323.16,459.51,357.42
60.88,568.45,-0.89,1.86,352.17,323.43,454.7,358.34
58.91,569.6,-0.18,2.29,352.03,323,449.47,358.85
56.98,570.52,-0.37,2.15,351.76,323.13,446.05,359.17
56.06,571.49,-0.51,2.75,351.76,323.37,444.11,357.1
54.34,572.91,-0.33,2.23,351.89,323.29,439,355.28
52.33,573.12,0.19,2.72,352.18,323.67,434.03,353.65
51.03,574.66,0.1,2.37,351.69,323.37,430.17,353.17
49.29,574.93,-0.25,2.02,351.77,323.56,427.48,351.88
47.92,575.74,-0.24,2.35,351.85,323.73,423.51,350.47
45.19,577.03,-0.25,2.64,351.98,323.49,419.86,352.09
43.58,577.57,-0.14,2.41,351.65,323.57,414.98,353.07
42,578.06,-0.51,2.62,351.72,323,410.37,353.42
40.3,578.53,0.1,2.24,351.32,324.14,405.28,353.77
38.28,579.08,-0.38,2.16,351.61,324.19,401.48,353.96
37.25,580.33,-0.27,2.27,351.76,323.38,397.74,353.91
35.56,580.93,-0.06,2.29,351.03,323.14,394.48,354
33.95,582.21,-0.13,2.13,351.06,323.97,389.5,353.8
32.29,582.65,-0.03,1.88,350.73,323.84,385.51,353.78
31.41,583.06,-0.18,2.53,351.22,323.78,381.44,353.65
29.83,584.53,-0.13,2.49,350.84,323.7,377.12,353.63
28.06,585.97,0.51,2.21,350.92,324.08,372.37,353.07
27.18,586.9,0.51,2.76,350.8,324,368.68,353.42
26.11,588.32,0.78,2.6,350.84,324.08,364.61,353.99
24.54,589.05,0.52,3.01,350.79,323.68,360.8,355.39
23.62,590.52,0.38,2.76,350.49,323.87,356.75,356.15
22.42,592.07,-0.11,2.56,350.82,323.46,352.56,357.87
21.38,593.38,-0.38,2.35,350.55,323.6,348.81,359.25
19.58,594.71,-1.23,1.83,350.64,323.63,344,360.99
18.26,595.8,-1.49,1.82,350.34,323.83,339.95,362.4
17.68,597.57,-1.66,1.42,350.23,323.41,336.76,363.3
16.29,598.99,-1.74,0.81,350.25,323.54,331.75,363.62
14.86,599.97,-1.79,0.89,350.28,323.48,328.15,364.54
13.27,601.31,-1.65,0.84,350.13,323.59,325.04,365.17
11.18,603.16,-1.15,0.73,350.29,323.19,320.54,365.63
11.78,603.45,-0.3,1.09,349.93,323.57,316.32,366.35
13.82,604.71,-0.14,1.08,350.47,323.82,312.06,367.51
16.65,606.47,-0.02,1.36,349.63,323.7,308.44,368.52
13.08,609.87,0.57,1.91,350.31,323.81,304.28,370.36
12.25,611.46,0.17,1.83,350.34,324.27,299.69,372.05
8.54,612.12,0.76,2.07,350.01,324.05,296.39,374.77
6.68,612.56,0.36,1.34,350.12,324.19,292.08,377.02
4.74,613.56,0.32,1.56,349.98,323.81,287.09,379.19
0.33,616.21,0.05,1.56,349.99,323.59,283.28,382.04
-1.39,618.69,-0.42,1.29,350.11,323.78,280.02,384.11
-2.38,620.57,-0.69,1.56,349.83,323.7,275.27,386.14
-3.3,622.47,-0.89,1.15,350.22,323.99,270.74,388.09
-1.9,623.88,-1.07,1.11,350.08,323.75,267.01,391.46
-1.77,624.59,-0.86,1.01,350.62,324.05,262.59,393.31
0.02,624.82,-0.96,0.54,350.65,323.94,259.4,395.77
1.01,625.41,-0.56,0.32,351.01,323.83,254.9,397.45
1.98,628.35,-0.45,0.35,350.18,323.83,251.11,399.74
2.3,631.94,-0.34,0.1,350.86,324.4,247.16,401.97
3.1,634.58,0.56,-0.04,351.07,324.18,242.58,404.84
1.9,634.42,0.76,0.29,351.31,324.02,239.39,407.94
0.73,634.78,0.66,0.83,351.24,324.48,236.36,411.55
-0.22,635.3,0.55,0.34,351.99,324.32,233.72,414.91
0.25,637.64,0.55,0.98,351.82,324.29,230.33,418.19
0.43,638.63,-0.28,0.97,351.9,324.21,227.7,420.74
-0.43,640.77,-0.23,1.01,352.23,324.35,223.82,424.79
-1.74,642.59,-0.23,1.63,352.46,324.75,219.29,427.91
-1.81,642.26,-0.35,1.44,352.12,324.67,215.62,430.75
-2.36,642.57,-0.3,1.83,352.76,324.59,211.92,433.66
-3.05,643.11,-0.36,1.56,352.85,323.83,209.46,436.8
-1.73,644.28,-1.13,1.61,352.74,324.21,205.25,439.22
-2.14,645.18,-0.92,1.56,353.17,323.99,202.28,442.53
-0.04,646.89,-0.65,1.23,353.11,324.29,200.4,445.44
0.77,648.17,-0.36,0.96,353.22,323.8,197.89,449.03
1.65,648.07,-0.55,1.2,353.75,323.83,195.67,451.88
2.74,647.5,-0.55,0.51,353.54,324.1,193.2,455.2
2.79,646.6,-0.14,1.28,353.61,324.73,191.81,459.19
1.54,648.55,-0.13,1.47,353.64,324.35,189.78,462.15
0.25,649.37,-0.43,1.52,353.4,324.04,186.08,465.78
-2.45,650.55,-0.49,1.47,353.99,324.24,183.6,469.2
-3.14,650.73,-0.13,1.71,354.18,324.48,180.64,472.36
-2.38,650.02,-0.3,1.99,353.82,324.34,177.44,475.67
-1.75,649.56,-0.7,1.85,354.29,324.29,173.75,478.61
-0.83,649.23,-0.49,1.58,354.29,324.4,170.71,481.35
0.14,649.36,-0.66,2.21,354.35,324.91,168.37,485.06
0.04,649.47,-0.33,2.16,353.89,324.73,166.34,487.41
1.53,649.36,-0.6,1.89,354.72,324.56,163.9,490.92
2.3,648.92,-0.03,1.76,354.24,325.03,161.93,493.61
1.92,648.05,-0.41,2.3,353.82,324.43,161.01,497.28
2.27,647.26,-0.41,2.41,354.05,324.56,159.14,499.86
2.86,646.69,-0.07,2.44,354.04,324.99,157.28,503.49
2.81,646.5,-0.49,2.52,354.19,325,155.67,506.89
2.25,646.64,0.22,2.87,354.08,324.94,154.09,510.23
1.75,646.1,-0.19,2.68,354.48,324.98,151.78,512.97
0.44,645.12,0.11,2.81,354.17,325.24,149.95,515.74
0.49,643.15,0.15,3.22,353.81,324.94,147.75,518.76
-1.15,641.74,-0.26,2.79,354.56,325.19,146.24,520.77
-1.83,641.33,0.17,2.43,354.25,325.21,144.2,523.75
-2,641.58,0.49,2.76,354.4,325.05,142.48,525.96
-2.17,640.76,-0.48,2.57,354.23,325.24,141.52,529
-1.65,639.15,0.42,2.41,353.75,325.14,139.88,532.53
-0.41,637.92,0.27,2.79,354.02,325.52,138.51,535.22
-0.04,636.59,0.42,2.9,354.56,325.35,137.27,537.59
0.98,635.82,-0.44,2.62,354.45,325.65,136.07,540.82
0.31,634.73,0.07,2.57,354.32,325.95,135.21,543.43
-0.04,632.88,-0.25,2.57,354.56,325.74,133.35,545.49
0.64,632.31,-0.35,2.51,354.4,326.06,132.84,548.75
0.22,631.68,-0.67,2.57,354.16,326.09,131.71,551.04
-0.43,629.67,-0.22,2.16,353.83,325.79,130.24,553.23
-0.96,628.8,-0.28,2.59,354.24,326.01,128.62,555.87
-1.74,627.03,-0.14,2.74,354.08,325.9,126.93,558.67
-2.19,626.13,-0.27,2.79,354.42,326.33,125.8,561.39
-1.43,625.07,-0.62,2.46,353.97,326.42,124.06,563.58
-2.2,623.9,-0.6,2.48,354.46,326.06,123.05,565.89
-0.68,622.58,-0.57,2.7,353.98,326.01,122.83,568.82
-0.68,621.51,-0.47,3.14,353.56,326.49,121.9,571.05
-0.44,619.26,-0.53,2.89,353.51,326.66,121.14,572.92
-0.16,618.55,-0.31,2.76,353.67,326.36,120.29,574.97
-0.12,618.55,-0.62,2.94,353.4,326.68,120.82,577
0.27,617.89,-0.33,2.48,352.92,326.42,119.76,578.65
0.23,616.37,-0.17,2.52,353.27,326.69,119.14,581.15
0.15,615.09,0.05,2.35,353.43,326.01,118.68,583.33
0.37,614.63,-0.68,2.27,352.84,326.48,117.86,584.9
0.8,614.24,-0.37,2.37,352.79,326.91,116.06,586.83
0.79,613.73,-0.29,2.68,352.7,326.63,115,588.16
0.74,613.24,-0.49,2.48,352.57,326.66,113.6,591.02
0.28,612.26,0.05,1.96,352.65,327.1,111.96,592.45
-0.04,612.28,-0.28,2,352.46,326.15,111.07,593.92
-0.62,611.88,-0.02,2.13,352.42,326.53,110.66,595.74
-0.86,611.61,0.06,2.16,352.27,326.89,109.37,598.08
-1.33,611.71,-0.03,2.29,351.87,326.61,108.8,599.49
-1.18,611.28,-0.41,2.26,351.74,326.37,107.83,600.88
-1.02,611.7,-0.27,1.96,352.17,327.02,106.35,602.99
-0.49,611.51,-0.09,2.37,351.65,326.72,105.88,604.68
-0.55,611.68,-0.35,1.78,351.7,326.39,104.75,606.77
0.07,611.38,0.29,2.11,351.22,326.17,103.71,608.13
0.43,611.29,-0.32,2.12,351.7,326.66,102.6,610.12
0.66,611.92,-0.14,1.67,351.6,326.17,101.23,611.78
0.68,611.75,-0.73,1.53,351.35,326.34,99.6,613.46
0.39,612.32,-0.97,1.83,351.53,326.2,98.38,615.14
0.15,612.35,0.45,1.99,351.6,326.15,97.72,616.97
-0.07,611.94,-0.57,1.72,351.89,325.9,96.54,617.97
0.07,612.56,-0.59,1.85,351.76,326.85,94.85,619.49
-0.91,613.35,-0.19,1.8,351.89,326.1,94.38,621.2
-1.05,613.49,-0.24,1.8,351.96,326.21,93.64,623.05
-0.43,613.33,-0.54,1.77,352.21,326.56,93.11,624.36
-0.78,614.14,-0.19,1.96,352.26,325.82,91.88,625.52
-0.98,614.33,0.48,1.64,352.17,325.91,91.33,627.35
-0.39,614.49,-0.13,1.88,352.23,326.15,89.32,628.84
-0.56,614.2,-0.33,1.74,351.74,325.65,88.07,630.09
-0.49,614.27,-0.4,1.61,352.58,325.52,85.79,631.07
-0.77,614.84,-0.43,1.8,352.06,325.39,84.8,632.59
-0.3,615.3,-0.6,1.48,352.65,325.85,83.2,634.22
-0.08,615.76,-0.37,2.01,352.39,325.68,81.87,634.97
-0.1,615.78,-0.27,1.49,352.92,325.41,80.01,635.98
-0.64,616.11,-0.57,1.47,352.92,325.68,79.11,637.34
-0.1,615.97,-0.7,1.07,352.57,325.57,77.25,638.26
-0.26,615.92,-0.52,1.86,352.41,325.58,75.1,639.14
-0.07,616.84,-0.86,1.5,352.97,325.46,73.87,639.95
0.11,616.83,-0.51,2.1,353.43,325.17,73.26,640.92
-0.37,617.2,-0.28,1.83,353.04,325.05,71.13,641.71
-0.26,616.99,-0.7,1.5,352.96,325.03,69.38,641.98
-0.78,617.64,-0.71,1.86,353.47,325.66,66.85,642.94
0.8,617.49,-0.73,1.66,353.13,325.36,65,643.66
2.31,617.87,-0.57,1.55,353.36,325.39,63.26,643.72
3.82,618.55,-0.94,1.77,353.33,325.44,60.83,644.4
6.11,618.44,-0.11,1.45,353.2,325.52,59.09,644.78
9.28,618.29,-0.3,1.53,353.76,324.95,56.99,645.53
11.29,616.99,-0.7,1.85,353.92,325.46,55.07,646.1
13.33,617.06,-0.41,2.48,354.08,325.38,53.33,645.99
14.72,618.26,-0.11,2.24,353.84,325.9,51.99,646.59
15.12,618.64,-0.59,2.16,354.11,325.52,50.35,646.56
16.34,619.37,-0.35,1.7,354.46,326.12,48.42,646.61
15.99,618.95,-0.57,2.29,354.44,325.71,46.63,646.67
15.71,618.57,-0.78,2.07,354.49,325.81,44.69,647.02
16.2,618.33,-0.17,1.53,354.73,326.22,42.7,647.08
17.16,617.65,-0.55,1.96,355.03,325.93,40.35,647.34
18.37,618.32,-0.27,2.05,355.3,326.12,38.66,647.23
18.26,619.1,-0.09,2.15,355.02,326.46,36.08,646.74
18.21,619.19,-0.17,1.94,355.22,326.31,33.7,647.2
21.25,618.34,-0.44,1.85,355.16,326.06,32.51,646.6
27.09,616.78,-0.21,2.02,355.31,326.49,30.5,646.76
37.64,617.34,0.13,2.21,355.64,326.63,28.86,646.55
34.2,618.81,-0.05,2.56,355.34,326.74,26.56,646.85
26.51,619.87,-0.15,2.46,356.07,326.49,24.92,646.41
18.49,618.01,-0.46,2.43,356.05,326.38,23.24,645.35
16.64,616.67,-0.51,2.48,356.23,326.41,22.51,645.51
19.68,616.3,-0.34,2.56,355.64,326.87,20.41,645.3
25.62,617.36,0.11,2.35,356.26,326.74,19.44,645.08
34.59,616.84,-0.27,2.52,355.99,326.22,18.06,644.27
43.75,615.7,-0.19,2.08,355.53,326.68,16.85,644.05
52.95,615.61,-0.3,2.79,356.2,326.63,15.63,644.1
60.07,614.88,-0.35,2.35,355.96,326.97,14.39,643.42
58.78,614.03,0.1,2.97,356.2,326.71,12.62,643.2
52.22,612.1,-0.13,2.67,356.55,327.08,10.79,643.04
51.17,613.03,-0.54,2.54,356.21,326.76,9.66,642.49
57.16,614,-0.16,1.75,356.17,326.41,8.05,641.98
65.06,615.43,-0.3,2.54,355.93,326.76,6.5,642.03
72.84,614.34,-0.27,2.48,355.69,326.97,4.97,642.19
76.81,612.33,-0.22,2.32,355.75,327.06,3.79,641.27
82.63,610.31,-0.27,2.51,355.9,326.62,3.03,641.76
86.06,608.73,-0.2,2.57,355.69,327.41,1.08,641.2
85.76,607.87,-0.21,2.08,356.24,326.89,1.02,640.79
81.78,608.52,-0.32,1.83,355.88,326.78,0.3,640.84
81.77,609.52,-0.16,2.08,355.56,326.65,0.23,640.87
85.67,609.13,-0.17,2.29,355.24,326.54,-0.58,640.57
91.86,607.89,0.08,2.08,354.97,326.76,-1.15,640.19
98.46,605.93,-0.62,2.16,355.51,326.43,-1.26,639.46
102.54,604.52,0.02,2.13,354.99,326.3,-1.46,639.63
105.11,602.77,-0.33,2.13,354.76,326.54,-1.68,639.63
108.22,601.44,-0.18,2.19,354.78,326.32,-1.25,639.38
112.41,600.46,0.53,2.54,354.67,325.99,-1.8,639.14
114.76,598.88,-0.21,2.46,354.08,325.99,-1.47,638.96
117.01,597.13,-0.44,2.1,354.19,325.81,-0.84,639
120.35,595.88,-0.43,2.54,354.21,325.67,-1.54,638.38
125.48,595.52,0.09,1.69,354.3,326.16,-1.33,638.33
127.58,593.92,-0.19,2.34,353.78,325.36,-1.4,638.38
128.92,592.91,-0.32,1.93,354.05,325.26,-1.73,637.95
130.07,590.96,-0.43,2.1,353.84,325.78,-1.82,637.76
133.51,588.7,-0.3,1.96,353.63,325.07,-1.47,637.05
137.23,586.04,-0.04,2.18,354.03,324.77,-1.68,636.76
140.39,584.07,-0.78,2.1,354.01,324.74,-1.5,636.14
142.79,583.52,-0.27,1.61,353.63,324.31,-1.16,635.22
143.72,583.41,-0.79,1.82,353.41,324.41,-1.29,635.16
141.93,582.13,-0.89,1.9,353.14,323.95,-0.53,635.22
140.57,579.71,-0.4,1.58,353.19,324.39,-0.29,634.32
139.93,577.37,-0.49,1.99,353.28,323.57,-0.36,633.81
141.36,574.06,-0.28,1.77,353.1,324.19,-0.39,633.21
143.55,572.21,-0.63,1.48,353.49,324.09,-0.16,633.1
146.98,570.68,-0.7,1.86,352.98,323.57,-0.45,632.21
150.97,568.89,-0.46,1.83,353.22,323.51,0.41,632.12
153.28,567.06,-0.43,2.21,352.9,323.76,3.24,630.97
153.95,564.62,-0.09,1.89,352.68,323.43,5.44,630.48
153.17,561.98,-0.08,1.91,352.41,323.24,2.23,630.03
153.33,560.24,-0.01,1.48,353.35,322.97,-1.65,629.75
154.21,557.85,-0.08,2.4,352.78,323,-4.18,629.74
154.27,555.53,-0.48,2.26,352.86,323.13,-3.78,628.31
155.27,554.67,-0.05,2.32,352.7,322.43,-1.91,628.49
156.01,551.49,-0.13,2.1,352.73,323,0.21,627.28
157.31,548.17,-0.05,2.08,353.13,323.24,0.42,626.91
158.31,545.62,-0.27,1.88,352.81,322.92,-0.09,625.56
160.05,542.99,0.11,2.07,352.99,322.59,-0.32,624.8
161.29,540.64,0.19,1.99,353.19,322.48,-0.31,624.06
162.05,538.77,-0.51,1.88,353.23,322.72,-0.47,623.05
163.42,536.89,-0.25,2.02,353.55,322.51,-0.16,622.08
165.09,534.14,0.08,2.53,353.42,322.43,-0.28,621.59
166.01,532.07,-0.54,2.31,353.1,322.54,-0.6,621.78
166.53,528.72,-0.51,2.69,353.34,322.62,-0.55,621.62
167.86,525.79,-0.38,2.27,352.98,322.78,0.13,620.45
169.12,522.64,-2.31E-04,1.83,353.29,322.24,0.41,619.07
169.07,519.61,0.05,2.46,353.18,322.59,0.76,618.77
169.93,516.95,-0.11,2.15,353.98,322.16,1.09,617.7
170.79,514.86,-0.39,2.43,353.68,322.05,-0.39,617.48
170.55,511.08,-0.49,2.24,353.42,322.13,-0.88,617.1
171.77,507.36,-0.22,1.99,354.01,322.95,-1.88,616.44
173.31,504.51,-0.78,2.16,354.16,322.57,-2.19,615.84
174.52,501.34,-0.47,2.73,354.08,322.49,-1.98,615.57
175.74,497.96,-0.33,2.54,354.2,322.24,-2.55,615.16
177.36,494.2,-0.06,2.19,354.27,322.81,-1.52,614.73
178.79,492.02,-0.51,2.45,354.51,322.78,-0.76,614.38
180.61,488.21,-0.08,2.05,354.4,322.57,0.4,613.97
181.8,485.52,0.03,2.1,354.38,322.56,1.02,613.64
183.39,482.07,-0.08,1.89,354.27,323.4,1.26,613.24
185.07,478.54,-0.73,2.38,354.56,323.13,1.04,612.94
185.88,475.63,-0.18,2.27,355.15,323.13,0.67,612.94
187.89,472.24,-0.16,2.08,355.22,323.6,0.4,613.15
189.5,469.17,-0.35,2.13,355.02,323.3,-0.68,612.77
191.66,465.78,-0.22,2,355.35,323.14,-0.8,611.85
193.36,462.32,-0.4,2.56,355.72,323.11,-0.42,611.91
195.47,459.02,-0.91,1.81,355.24,323.54,0.56,611.72
197.68,456,-0.16,2.33,355.73,323.44,0.63,611.59
201.69,452.98,-0.7,2.35,355.53,323.9,1.25,611.95
202.84,450.04,-0.18,2.02,355.59,323.66,0.51,611.71
203.45,447.25,-0.19,2.56,356.18,323.65,0.52,612.03
203.48,444.56,-0.27,2.43,355.45,323.98,0.66,611.98
210.29,440.21,0.11,1.83,356.23,324.06,3.68,611.84
215.06,436.42,-0.27,2.53,355.99,324.19,6.17,611.24
210.44,434.76,-0.19,2.05,356.07,324.49,9.22,611.75
203.6,433.02,-0.35,2.67,356.36,324.25,12.05,611.35
207.92,429.97,-0.24,2.42,356.48,324.03,13.78,611.37
216.08,427.01,-0.49,2.43,357.01,323.97,16.33,610.85
224.42,424.79,-0.51,2.39,356.79,324.09,17.38,611.04
226.6,421.72,-0.25,1.77,357.49,324.36,18.11,610.74
231.82,416.99,-0.38,2.1,356.74,324.22,17.8,611.47
233.24,413.4,-0.38,2.07,357.25,324.46,17.4,611.91
234.59,410.99,-0.16,1.97,357.28,324.08,16.54,612.17
237.66,410.17,-0.11,2.67,357.55,324.11,14.86,611.94
241.93,407.39,-0.35,1.93,357.2,324.11,15.01,612.07
248.36,403.12,-0.57,2.32,357.53,324.06,15.19,611.72
